aadtenantid,intuneaccountid,Number Of Inference Device
0d0aefbd-5234-4b6b-a19c-8c0b3d59a16e,b0391e45-8f72-4990-903e-c4ef3ee02fe7,2
86dc2e8a-1a1d-4fa4-9b7f-6daee364a03b,bc74a00b-d73f-48c6-86a8-4c5aab8f458f,2
7a91178b-9d0a-43e1-b909-bb1f23a907e3,1fcc9250-a6c8-470f-8c35-86ec1d254290,2
c3bf4e61-4ab4-4b2b-bd3a-fc85c7a1c0f1,5cda60c2-0016-4f3a-bb06-4b1817c432b4,2
c3af39c4-5034-4eda-977a-4ac8456ce8dd,732b7756-de56-482b-885a-33daee26d7a5,2
d1ccc372-a20b-49cd-81c8-ed45b1dff328,2600d33f-75fd-47cb-a7b3-80ed0e3479c4,2
886da940-de67-4e25-ad9d-8e29a6e1b166,ce2a2280-8be9-4178-8175-ca63a1d4c5f5,2
5e143f45-a8c5-472c-a947-0a3055c85501,a9d49e5e-a40c-440d-abd9-33e89a092d30,2
a66b0f6b-d953-4f09-95b7-5213bd230c18,6fac0b8b-724f-46c0-97f1-ecf7e1d8ecc6,2
d7fe2956-94a2-4af5-8688-321679660fe3,ef4d73a0-de24-4758-ada0-4d8e47c1f0c2,1
ad30e5bc-301d-40db-a10a-0e8d40abe0f9,fd82ca29-c355-43cf-9c4c-1a9dab154586,1
25711603-6e12-4a9d-a7a1-9c3551847074,cca1e790-3ba3-4160-9e0e-53d0cbac8326,1
e6d7ba17-4378-433f-96fa-a48c4590ca82,d938fc29-0209-444f-a18c-9a6a113a2567,1
fc8e13c0-422c-4c55-b3ea-ca318e6cac32,bfdffe7a-542b-4d0d-95d0-8d07f852ac2d,1
ba301108-5685-4932-ba7a-0a32af822a78,e42bccdd-c450-44c0-a3ea-fedfd3ca3b28,1
1e3ab411-a3e6-4ce2-8653-f85e57f65660,689332a0-2429-4cb0-8992-1f4b46375dcd,1
8b3dd73e-4e72-4679-b191-56da1588712b,c8a4895a-1d45-4ccd-aef4-f3da9c5fabfd,1
d6130c51-e1f1-43fa-b6cb-9634098b05a6,af125672-de03-451b-90a2-f99badf467c3,1
53c87e3d-377c-407d-a9d1-0cdb69c12968,373fa613-5164-49a7-9c4e-4a2673ccae86,1
1521f999-f722-4a4f-9747-166f93e9b0d1,860eda45-10ae-410d-85e1-12c04e8e5f3f,1
d771fd6d-e7f5-42cf-9fae-16e7351b81b9,09e1c507-20c8-4b93-8594-4501e2e89a25,1
8b6fe405-6811-42e0-bc1b-64b0b0e5b91c,384b751f-8161-4bd5-9a63-5e8c5bd9a62a,1
94c3e67c-9e2d-4800-a6b7-635d97882165,30d3b0e9-fc1c-4de2-a8ea-39c5d53d96d9,1
bc54d6a8-551a-4631-bbd6-c30f8a5cc6d3,38815f1e-ba61-4879-88df-18513c0e4aba,1
e2aa8420-9eda-4108-a9e5-34c721662ca4,50669a6b-a288-491c-bb31-8d5df4c4fb9d,1
9b9edfb8-4408-46c9-a75d-84dd9e39ae2f,3d802b9d-b1f0-4f12-9ff7-d390bdc366af,1
dbd3a8f5-2327-4193-9559-a36e9ccb40f9,3f8d2630-93aa-4e8f-9535-0bcd575b17bd,1
b449ea45-a0d9-40a4-88d7-6357ba171059,8e3b074f-905e-47de-a0ff-ef7135fa795b,1
3c8e1303-e9be-4edd-b73e-d9e9b350f219,e1727101-2a0e-4fa5-b025-c901a99da4d7,1
f224c3c9-5f00-44e8-babd-133e9cd928d1,67bd0ebc-81d1-422a-a222-f4b6cd142cb1,1
86cfbcba-374b-4244-91f4-399033e73ea0,07f73ecc-ac06-48ef-9b0f-bda1d2463580,1
d50035f8-6416-47e5-9410-9bbd59f22b3b,b8a96402-d94c-464c-adee-ef92bfd4e53d,1
8e090897-cfc6-4515-90c9-975e9c464898,25476cf5-1b64-4ec3-8783-59d48dc84a2c,1
22b093c2-4aec-48ab-8cbd-1dbd6ea545c1,3631237d-fd59-45a1-98f1-06ec82cc9c10,1
3d996c5e-c205-4771-a1f9-f92f3d324766,03ae8391-c129-4638-a907-c8e4605089c5,1
f5c5de6f-58fc-4b46-899e-8d9e61b3f1e3,a2f0dc7f-5f36-4dd1-b7d0-94684e3de1d4,1
4be7727d-9501-44f7-804c-e27e18537313,c1bd01bf-1469-4654-a0be-eb38f999a436,1
7981e950-6869-4a44-bb3e-b6826342dc7c,d8c126e0-7deb-4f3f-87be-8932c4ec5310,1
5856e91d-192f-4b6b-8212-06ea11394098,b41fdca6-e219-4149-a083-9b72f7cfb34f,1
21cbdbad-6e79-46a0-b3f3-3a7f62554acc,640f5121-fbaf-40d7-a19c-33e2e9d071a4,1
6f3b62d5-d8c8-4e11-affa-28d99dfcceb9,22891e56-02dc-429f-a3d8-44ee74b64b76,1
ffa1c685-d22b-49b6-9431-d57eec95429e,70a6b287-1a1f-406c-992d-6ffb975bd22b,1
15aa5aee-1455-4749-9b7e-a938994e5188,32fabb5e-98c0-48ba-84cf-9c11c8bace68,1
1faebe59-24b5-48c8-8f1c-817762a49147,b98ddc2f-84c9-4bef-b021-65a7f544333f,1
fceebdef-cc52-4b6d-80cf-1b920341dbbc,79d6abe4-12ff-4fd8-92f1-f48f797db597,1
32e161fc-98b4-481b-a0c2-2b74a6117b85,d9e73d53-f78e-4dc1-8139-28dbac14da15,1
b05df757-04f5-4844-9112-b05d15ddbbf4,29fd6bea-7983-4867-a490-ee1d2315d988,1
23f1f8d2-b64e-4047-980a-61dad39f90ee,444c78c7-5be4-46e2-b6ed-d596bf96bf06,1
5739346e-a270-44d6-a123-50baff1a4fe5,dbd6238a-3ca3-4154-9a34-4a2592ea4ace,1
2a9f86a9-29e7-44bd-8863-849373d53db8,bb53edee-07e4-47eb-93a2-fc2de8753c8b,1
e66047ab-e223-42be-b586-52e789b9bfcf,23fa473e-d02f-49aa-beb8-11d3840f5a9a,1
150688f4-8db2-44d3-b980-cd00ab6848fe,d6a8f0a8-b811-46f7-a617-a02b4aeead1d,1
c8310bee-5ef1-4fda-bf9e-974a8cf39171,d17ec457-7462-4574-8976-5dd513e810ce,1
849c4293-31ae-4825-a834-b8bb5ab65c28,cbe8fca3-65f2-48f2-8dc2-1bff17404dd4,1
1d52ba18-85ac-4a44-9bbb-a64541c69c85,7e333814-0543-486b-ae4b-d7e4acc02f4c,1
1273caf7-13b7-4a89-b44a-3967d45ba0a9,fa000a2e-8c3e-4932-b3d2-1e8d1ca47319,1
752b8092-f529-4eff-a6e8-179e3309ec1e,b475dd7e-4680-45be-86df-5dde2f5194b8,1
f260df36-bc43-424c-8f44-c85226657b01,c0ab2d70-ea34-4e6c-b513-b5327698bd1b,1
a6bc45fd-3569-4752-8b4f-be0d67c694c8,acf58e68-359a-45de-b1e5-5c0e98de19df,1
49bcf059-afa8-4bf9-8470-fad0c9cce27d,116448c8-35dc-4bbd-b6d7-9a6978ab7f65,1
da2d365a-7410-4aee-8bc7-2024c8d81aa6,830dc9d6-3403-46dd-a1d9-dab0f3b839ef,1
4c444860-61c2-458c-8e61-831119c1cb4d,d6e2c2fb-8f57-437e-adf7-5f7134294157,1
37093314-a8eb-4169-b02b-9cf94a71c2e1,ea56d371-92ed-42be-9af5-4cd785552256,1
efeba1cd-9862-40f9-bee5-0bbefa80e313,a04d0f32-25a2-4cbc-b03a-97f78ee99109,1
643428f4-73d1-47b2-b0b0-9e2e38963a57,e6b86f4b-3496-49c1-aba8-6ea7285bdbfc,1
e0fe8cac-94c9-430b-a3bf-1890d3f1b398,097484ab-9ff6-430a-9e04-b2655d2ded92,1
cddc5ffd-9378-428d-bdb9-f54efe98769c,cc12806c-76e5-47ce-bfae-70c8c1c6a9f3,1
dffde94f-72fb-49ae-acb2-0b961abd5b41,2d6c3d46-2095-456a-b52e-13d1079cf72a,1
0f634ac3-b39f-41a6-83ba-8f107876c692,5f31399c-a62f-41eb-ba5a-61013de0ab46,1
76e3921f-489b-4b7e-9547-9ea297add9b5,e7179b2f-d659-45d0-b20e-84fced166069,1
3a561a26-818d-403a-a32d-7f954748cb9e,152b0764-ff67-4004-8d7b-ce61a8701c91,1
8ac4225d-43e6-415c-ae38-6e4f1f306107,86c06279-1176-4007-afa5-ba5e7282cc1f,1
b5a078fe-4334-4ee6-9122-352bf41674ec,a5d5c585-1f9d-4296-8a3b-83fa5e072f1e,1
780e0d8b-30f0-44c1-8bc6-1875fc5634f3,f9e17fec-3f8d-4655-8ae0-69eed89738c6,1
4db6f928-bfb9-43eb-8104-6b85a431cd6b,64d545be-9944-4e1d-8e66-bcb7f3d9e5c4,1
207baa97-e7f3-4a3a-b179-49ffb5e87a9d,b6050070-af12-4d66-91f6-ad7e438dae2f,1
f2ddb62f-8335-4cc9-9886-175b834e4bf3,db984d24-40f1-4122-96dd-88e82573bd0c,1
c21323a3-a353-4cf7-a1c7-954e704b05bd,204e7389-b564-42e8-b2c1-2915541dfad6,1
653c8533-42bd-483d-9e9c-155a13f3d61e,71c71590-ba58-449e-9749-34b8d4e3ffc2,1
515fce4f-ec7a-46f5-be34-13c81256a7d0,2da0a1af-ff6c-4e39-a062-f10d291d88fa,1
1fd4843f-cd14-4d81-912b-7bf2049814ff,cea18cc0-eaab-4762-a21b-fe14c5b60aa4,1
9199d7a9-3b1b-49f8-9b56-a59146b42716,b5776492-6096-4dfd-a4a3-be54b68d6a66,1
2d1ce83e-fde3-43ab-9c17-722732c40f1d,de21fb0e-1d92-4e83-bfeb-489c5b35824f,1
2567d566-604c-408a-8a60-55d0dc9d9d6b,4d18be44-1b59-4114-aca3-abb4723fdc01,1
5bd1450c-8b7b-4877-aab8-688d37a70b6e,0f503ec1-87d2-42dc-8294-dd4be93e52fb,1
db9a16f9-8fa8-4189-ab9a-ba762f016df5,bcb73d7b-d724-47c5-ad3c-bd780abf7baa,1
b3ccefe9-2f91-4b08-a69e-173deeb0c313,c4d53bff-9c8a-436e-8619-2848a33118a9,1
dc2ffe32-a49f-4966-a930-2f71c8cf1e32,11a594bb-262c-430f-b524-92232ac426fa,1
f2ad197b-b296-4938-bfff-0db3f914bcee,838fd41b-2eb0-4145-ba97-3776c8208b70,1
6529f55e-1eb5-4488-b560-c215462974a9,8d0a56fa-02ba-478d-a9c7-f434e7be9209,1
8f7d57a9-4988-4be2-b64f-97e297adcfee,36a34154-6083-4343-bedc-ae8f2790e4ac,1
4c3071f9-89a9-4e93-a64c-89a51d37d551,19a33c49-cafa-4d56-812a-21dd925b6efc,1
6e63ffc0-c2fc-4cc4-b6c4-666b2ce89d92,8a7f8d87-3d2d-425c-8a66-435031f46a10,1
eb06985d-06ca-4a17-81da-629ab99f6505,4b251e84-cd78-44dd-9fa5-2aec6562d1bf,1
5ae1af62-9505-4097-a69a-c1553ef7840e,52922974-dcf3-48d9-846a-1a707d749427,1
b5db11ac-8f37-4109-a146-5d7a302f5881,6e4ae212-c30c-4eee-a9f7-5b202f026ce2,1
4c360567-f4b5-4bae-b0cb-d6105c088086,0e678f56-b3ea-4033-8e13-5649fda41940,1
e4cc3425-4711-4cc4-adc6-0006d217b2ff,6a852c11-73b9-4d4a-b957-70ee8af83729,1
604430d5-5850-4f66-87f1-7b080dcc538e,a6bb5084-3671-4e1f-97fc-81ccb6915687,1
b605532c-ff8b-473a-acbf-0bfe9cee5ab0,6334d870-a13a-484c-bb08-b2eff8c5d883,1
84d871ad-f43f-466c-a831-64a1209898da,ab0f97ec-d676-4774-b256-bc4e8ae866d6,1
ae9037e0-ba84-4f31-a127-d22da745a7b7,16b45466-8b52-4fe3-b503-38da51b2a3d6,1
dd390f43-dbf7-46a8-82ae-68d96b632784,5f09d589-ad94-4886-bc14-bcafeea7dc2c,1
de9651cc-4c1f-4163-9f5d-2ca7449bdbc0,9467934e-b9e5-4957-9500-f2e7eafa9528,1
45d53a40-131c-4896-94ef-8cd3538b3834,40b74a79-27fc-4926-bcaa-3a378660f92b,1
107c6aa5-cacb-4583-b8d7-ad04114c61ba,2f17f27d-98a5-4bef-985f-5fd23905dc51,1
85e9453a-75a1-45bc-aa21-183120e13aa9,91312451-710e-48f0-bbba-bc03fb061435,1
0c097e44-d6b3-4fdc-9352-52d30ccb0fb2,b97d8ab7-efa6-408a-acff-b735ed057f96,1
971d8df4-850a-4913-8479-de4d51a1da89,518c608a-3a0b-4fb0-90e0-256ab73bed21,1
e0fe9d9f-d4ff-4dda-a915-5b9413775ccd,2390db89-1e68-4a69-865f-9e88b078a9e7,1
61f0a7ec-2fb7-4d25-b0a7-7772ef495bdf,a5493c53-d4c4-4df8-ae62-44c272a434d9,1
9dfd1e5e-bb06-40df-8eeb-2a295fe4dda5,a49c0107-6d22-433f-a6c6-343aa7c6c373,1
8a161d80-860f-4058-81b6-ed56a3ebfc5b,29c481b5-c3ae-4a54-b140-bd3f2b03e244,1
f47dcce4-02e7-4d88-a659-a2d0bbe170e7,3fe26c2c-8b01-48e3-bdfe-2b24c94535e0,1
49f292cb-07f1-4e23-a6be-28db00c8ef05,99e97b7b-4217-4b00-85fb-b59f7ae90fb0,1
7cc8e357-468d-472c-a6fc-c5600e789b55,23f5b116-b48b-4c5d-9191-1360e4ea8276,1
e79e466c-1c8e-449a-a93b-dcdcb8b3e6bf,de2c5d7c-6389-4809-8cc9-30d9e90a5a16,1
cb3b0d1e-24fb-4847-ba48-2f5e7c2b9b23,9246c0d7-ced3-4d6c-891f-3a4b526e34cd,1
45d659f4-1555-498b-93b5-0b99a89a284b,7021b8e7-5310-4ce3-8da5-2ba735f60a5a,1
43b4557d-388f-4f30-b19a-46b25d08082b,73b97551-1a24-4c40-b4e1-478a8095b953,1
da3eb838-b263-4153-afc2-61dca27ab131,d6d45fba-6ef2-4f4a-a54b-dd0e899e3ee0,1
e7892f13-4fab-4aab-8dad-0a1408a6ad38,0484ab49-b99e-416c-86c0-df42c890a3e1,1
3492b676-54b4-4038-b8a0-1ce3ffde68e6,ef959f21-2fc9-461a-9f34-4c6bc19be4de,1
690c7503-cfa0-46c8-8565-7a2e8e4643e0,2674db4e-5199-4d40-a374-4780c5bd74fd,1
2576346c-9053-4e5a-82b5-85dfa6ea2128,60189eb4-0a5b-463a-929d-1457f96149a8,1
aaa56331-c05e-499c-88f9-6d66245069df,18280d40-048a-471c-bacd-98d0d770874a,1
31f8ac8f-fbbe-4a64-8034-822aef13da01,2cfe4e4f-0f01-4445-ac4e-0bc7ff8271f7,1
99dd3a11-4348-4468-9bdd-e5072b1dc1e6,99e53daa-6145-4a18-a608-b8bfd94b57dc,1
8c2475ff-d61d-4380-9e29-3c4317b5f3fa,3fae4863-f768-4e78-b3e3-e940dbc85c41,1
d4e6b07b-a651-4364-97af-28b81c0012ed,02ca1626-4919-4e7e-a220-27985ef3bf5f,1
c1eb5112-7946-4c9d-bc57-40040cfe3a91,f8a72efa-b074-4b4d-a935-0ac19833b6c8,1
edad1ed6-183e-4bb2-a41e-8b82fc3fa26f,0ad2d4f6-0cf8-4db2-8c45-801619c0995a,1
24a29c14-f659-4791-a5e2-4e980ec6cbeb,1b276fc7-a74a-4eb7-98f8-8889089f8187,1
e122af3c-4c68-4e49-9c52-4ae1e25e91ae,a93b46ea-33f6-4471-b870-b5533cf4b798,1
e08b1364-05d2-4b7e-877d-5cf19ce86baa,41d733e4-7f29-4c03-bc04-49e701a1cf84,1
4b0911a0-929b-4715-944b-c03745165b3a,7a79bef2-9e74-4713-b37b-cea2fff7ebdb,1
26401abd-bda5-4177-8f6a-fb0f875f6c92,f6111e5f-8907-4e39-bf3f-f03bc4fafe8b,1
6e1e3a0a-cb5b-4699-9a6a-595e9ef289e9,deb58ad2-35f6-47c2-aa3a-65e49bb08a49,1
d4b8586b-3150-4403-9204-9d8e86ffa8de,f52c1450-2bef-408b-93a7-72c3e3129946,1
4718e228-216f-4f77-8e28-7d2839a51e4a,3a6834cd-648a-4983-afb4-759ddaebdffb,1
c6255469-a3fa-4115-8210-787052407db6,97d3763e-670b-4ce9-b5b7-6f72a01bb5da,1
79be6dc1-d78e-4bbb-b22b-d994c0a417a7,f0696c64-6c34-4ab6-ba20-269d6ec844ae,1
6f7d62ca-acb2-496b-85fd-b998e73afebc,a43db950-23d9-498e-b9d2-5c96edd93a3c,1
7245201b-545c-4a33-abf3-b675eba220fb,da12e1af-00ca-4210-8e3d-1fa988173203,1
9a309606-d6ec-4188-a28a-298812b4bbbf,d552e716-8652-4dfe-8b69-87ffdde4fd1a,1
1b889385-9a4c-4672-a302-9fc2ba48a41f,0f1391f5-492e-4508-9d64-f58e89e0a368,1
68f381e3-46da-47b9-ba57-6f322b8f0da1,0ee886cb-b235-4020-80fa-c0067f67b9cf,1
5a50bdd9-5b35-4c1f-a977-f078974e6d10,9377f534-5fd3-44f7-8460-08e57e78f267,1
67394d15-44d3-401f-8cdf-4a8ad84fec48,d5367711-9bb1-4ebd-9012-19db579391a6,1
69467a12-02dd-4e39-ac3f-b2a0e93597dd,5ed82e4e-6f50-4675-af0f-9cc48a6dd8f6,1
87f64de7-8ecc-4ac2-b0d6-cf479d6922b5,892a10aa-c756-42f4-a290-4d9bb1415ad5,1
6353b382-8fbb-47e4-8068-20adc46acdb4,10f23753-7c3d-4a50-82c3-d096c980d7d2,1
99d4f704-71c1-443d-95fd-466978b7e5ff,def47357-bb1a-4b1c-a109-0b8972cf8dc2,1
5a08023d-3cda-49ac-bf7b-e3e1d96c9692,799dce3d-8baf-4989-96bb-663ad9f9a79a,1
6bf1a438-ef3a-475a-9e51-6ff6e79af305,df5bbdf1-d05f-45b3-b45d-8e9acc2c8750,1
99e3b1df-f234-4c5f-8610-210f0eb99526,fc1200f0-ad92-48b0-90cc-b3900a0d5ef5,1
50488be8-ac74-4dcd-9bdd-44db35d92d8d,70cd321d-3bc6-474c-b899-afa3cc74928a,1
9d897ded-94de-4bb5-8e58-07d55a02ac32,9ae82694-9587-4e4d-aede-36f325f7af27,1
48d1dcb6-bccc-4365-ac7f-b937a7f7fd71,d496e57d-bcb2-4102-b04b-98c15b1bc450,1
96c3451c-0db8-4f19-88af-5cb06c0a43fe,cfea2be2-3444-441c-b672-92bb72bab7a8,1
e962f09b-cf0c-45a7-80b1-7c08c8ed0d3f,f4d642ab-935b-4a54-b45e-e7a1514b58da,1
70303cda-e1fe-4806-ab09-80c12b588557,2b8c60c5-350e-469a-9b92-9fc6e93c8212,1
f8b81311-01f2-41c6-9460-46d74ffdb2a8,ea9f1d5e-d68e-483d-9fbf-268b890b243a,1
59fa7797-abec-4505-81e6-8ce092642190,c888d13c-8da5-4fc1-bd13-ecd799f308ea,1
741bf7de-e2e5-46df-8d67-82607df9deaa,217ed97d-4e1c-4d2c-b671-b6492d8a1fca,1
0b625014-6b95-4433-b705-f2c1f94c8d80,a8c41cf2-794c-4829-bc55-76ba01e8af82,1
f0ff917d-ab8c-4129-b13f-33be267a153b,8a9a91f5-6c9f-4423-935b-aaf350b30b47,1
0f1f44f2-4b9e-49ad-8539-773ba2bb33f6,3f562f33-d300-4967-859c-fa6fb9eb415f,1
371ccad3-2a99-4b1d-b04b-cad59ce30df7,cb87bd28-bfcf-40ce-8d25-67b21bceb910,1
52d56acd-295d-4bce-854b-4d0f26e4fb6a,7e70fbd7-8094-404d-b4d8-a0071ea57570,1
2b8f3438-d57a-4ede-a50f-371f6bf2bf3e,936aca25-f33f-46b3-8021-c8351bdd467b,1
53049b77-3e8f-4792-977f-0a3e5f23891b,28832a8a-0e2f-4d8c-8f36-5ce6152a7aaa,1
a85f15a3-1b71-4036-93e7-3292ac5f36a1,59bd90b7-4d03-4dbe-987d-73c1f0cd3057,1
2a6e6092-73e4-4752-b1a5-477a17f5056d,8abdd4a5-734c-473e-abf8-62583f92283c,1
9c2a31bd-e798-488d-986b-90156ac8f29b,8d0bc7a4-d8c6-4dc8-995f-f18b66010673,1
6b1311e5-123f-49db-acdf-8847c2d00bed,8436b8e2-dcfa-45b4-b9b9-04279cb9d061,1
fec8632f-0bd6-4e3a-9761-866aef52dd57,600168ac-c242-4069-a7ea-1d87ea9dbf8e,1
b6b11c77-b393-49e8-8c86-5b5773b7eb74,355d9cfc-29c3-40a2-88f6-5b54eb3ade3c,1
4c8640f7-9826-445c-9933-1ed0de1d3eab,4f381649-509d-44c7-8e59-a6a6ac7dc27b,1
b76f6f91-23b8-4aea-b788-80075be331d8,e4acb254-8dec-47d2-9a90-d58d50e8bc43,1
6ba27181-f9d0-4bea-bd68-dab7530b15aa,862c9485-5d8a-4910-a5c1-9403a032cac1,1
08312e7a-d8bf-4a63-9a87-04c4cbce66fb,b834003e-04f8-4515-9265-c1fe6225b651,1
480807a6-492b-4050-b917-f46d670890a7,6e5aea73-2773-4e7e-a401-7a42020ef6b1,1
d719ed27-19aa-4e8a-9964-0b2e6ee8fa6a,97e43be0-0741-4ae9-823f-ec146c2b427e,1
c6d14096-b171-4828-bc77-881d6f867625,b0597920-f90a-42e5-8c14-e475ea985033,1
6df067fb-6816-4dc8-af4d-07eba42c900b,ea6875ac-4abb-4b98-9d38-f12030470240,1
2242945a-4ab9-4132-840e-cce1c66e31bb,d7a6be5b-09f0-4ea5-86d3-94cbd1bc25fa,1
5878f34c-5a30-45fe-a1c8-c52be9512d49,371fd3a5-01ce-48fb-9ac8-a9ed4df325a2,1
9d169139-3571-4ea4-8bb6-298246734711,9205b347-7817-4b0b-b2f2-a1fdc9a88d8e,1
bd2ac3b4-122a-4000-ac98-779c8efd4722,eabbae2d-363b-45d4-81a2-60a8903403e7,1
650394f2-b885-41db-8008-d675fd1fc2fe,d188d486-9b88-4f1f-a8d5-ece08f38e878,1
36ff142e-a1a0-4517-9258-e9179df35506,64e74b92-2e26-499b-a9d7-a2860666e2fb,1
8dc39ced-e858-4df2-b4c5-df13ac45f29a,64ee1fe4-ee16-4eb5-86e2-b32dd4b96cf3,1
c6547146-e19c-4f2e-9ff9-01d64669d229,42b67b52-5f7a-487e-9df9-826eac165eb7,1
88b6c77b-f4e0-40c5-9fbb-df51a927179a,b2fca956-b45f-45d2-a6f0-53d33b1cd472,1
c2c8118c-68c1-4e3c-96ed-89a84c5e8ddc,81865c88-5f1b-470f-bad2-6687218c61e1,1
7532cf8f-46b9-4f7c-8020-78e32fc92a67,744efb1a-71b7-4e61-828c-ca5fb25dcca1,1
66670b67-631a-4d61-a948-ae353251cfe1,bbe9547c-30de-4276-96ce-d0c4858a833c,1
e0b3fcc4-9f8e-40b1-9959-2d7b947e8b41,46238531-016f-45d4-a48a-1e8b0c06986b,1
e777e544-630e-475c-a07a-cd4143ce5140,0f954187-873a-4e26-9c47-95b92e5ad525,1
e73ba7cf-4e1b-40f5-805e-c3aae41e1b90,a88cbc53-19d8-489c-bbfd-a201d2edff86,1
bb2c3a14-3d6e-4c33-982b-20ee498a6347,ea563857-62f3-42f1-a9a1-94073c8de775,1
79cd69db-549c-467d-83a6-8dcb3e1db307,bb69778e-2372-471d-a1af-47e021b782ff,1
ef4fd1da-41d8-4fe3-bf7f-e0cb2c96b78d,8abfc9dc-51fa-4465-95f5-bd3a489e9e2b,1
4e1ee3db-4df6-4142-b7b9-bec15f171ca4,06680ee2-ecbb-43d7-9bfa-4c201c558772,1
fb493854-53e5-43ed-b3f1-2d70a4a1c674,a69f98b5-5179-41fa-9ec4-a954de5731f5,1
2e0565a8-53ce-4c58-9dda-5ea21ae6b16d,6b00ae74-6c68-4330-adef-c0ccf7b75868,1
90ad8620-8832-4b26-94fa-661cd1e540ba,e9563cac-6637-4e37-b48e-b8e580a6f9df,1
93bfeb02-767e-407f-ba5c-5083c054a191,59d4afdd-42c6-4538-9d11-c0a0d83d4608,1
a9b39489-0884-4358-93d8-6ab0de7d6eec,28ddc0b9-705a-4743-afe2-dbb684c39130,1
85b95d65-c680-49ea-90a5-eb35ce513374,ad92c4fc-a8bb-457b-87ee-fed04ed3c178,1
4ca33967-ac09-4f5d-b2a2-573c7bbbdd4a,99a475af-867f-4347-a2ea-c04cb782908c,1
32dc2feb-7716-4cf8-b1a6-f02cf37fd6bf,5ffaae19-dea3-494d-89b3-8476cb639f54,1
3bd5095a-c6ce-4e5e-ba2d-d352f5af717b,30e95b64-8931-4730-82de-0b2b45d422ad,1
945c199a-83a2-4e80-9f8c-5a91be5752dd,c7405260-981f-415f-9bdd-1df23f554a10,1
c65a3ea6-0f7c-400b-8934-5a6dc1705645,11ac0e7f-a835-4952-beca-803f9b73903c,1
c56be641-8692-46cf-9307-acb67fe92273,0729919d-66f9-4207-9357-4065e06edbc9,1
97d60236-c45c-4e4b-970b-9097a76a5b7e,86c528ec-1920-430c-8403-4491ec287745,1
1b075f8c-e7ed-42d5-9042-2b7bd52cec8b,d34723a9-bedc-4d91-bc09-7581afc176e1,1
c9d241fd-b522-41dd-b679-16b112d7dee7,70111976-1e59-42b0-a12a-de6ba18b237a,1
40d31a4d-ccd9-4e75-b701-608cd66f1c53,563f8660-43fc-4cf8-939f-6ce293e429c5,1
b11ea008-27bc-462d-9076-107cb9a0c162,a708652f-b86c-410e-a5a2-aa7e635cac7e,39
013327ea-41e9-4430-8dfa-cbb90ba7b1fa,e4beecfc-33ca-430c-bb3d-9b75b7838cf1,18
b357aac3-e549-44ad-8d2a-81a7971dbe9c,7f667486-3330-4aee-8a77-f42bd3b17960,18
c64d49cd-d138-4cdb-a5d4-324a4040c74a,b64cc39e-c550-4b64-93ea-c880cf88deef,16
1f4f7eda-6e51-425e-a0f9-4c2fcef58a52,9b3548a5-66aa-4f13-8efc-552efb7d9e43,12
f7a3baa7-fae3-415b-b481-a71ed92d3103,ae27e188-054f-4dd2-bacd-75f40e808e9c,11
67d2c495-7100-4b96-8c22-ce8f29840e03,811d1283-1e99-460a-bcfc-4ca8c2218720,8
6100085b-238b-42c7-9fdb-aeceabcd05c2,1be94a03-07fe-4481-a083-cb0ea9f2f051,6
a9127bda-1147-40dc-80c0-74af0931a16e,d141571e-977a-4c1b-90a5-d92d6450559f,6
cd778b65-752d-454a-87cf-b9990fe58993,fcd0253a-4c57-4f7c-8f7f-c3c2738d164f,5
66200c08-d36c-4ff5-994d-026c4afb897c,503ca49e-1e10-484c-9c2c-f6bd60a05043,4
7448469d-8ba5-44d4-a43c-8d7ff6fb550d,7917af50-1fc5-4151-b006-8febc3160edc,4
cecef5fb-4bf4-435b-a954-e53714e8ba1b,76a2c991-8717-4731-b375-13a47060b820,3
1a568983-d433-4d13-9cb2-db3e0017d2b2,50b1362b-ecb1-4c6e-855e-c4860d5cd5b4,3
137483a6-e54e-444b-9d47-ee74490cbd66,f0a5b821-8bdb-4da4-adf6-031a613e70a1,3
74ea519d-9792-4aa9-86d9-b7cab8204ddd,0eee6a79-f6ae-4956-b0af-82a707cefdaa,3
b48a9eab-75aa-4a5b-9fd7-f39223245c1a,d352f51b-5eb6-47f7-9b79-d1bf0fc48dcc,3
2dc32a81-25ce-4e14-b7bd-f7a45d1170c0,cfadde8a-136e-4d92-b03a-58bf61421617,3
09b3e317-82aa-4d92-a8ab-278d2852411b,e640e16e-ecc3-4289-9439-9d739f580706,3
84bde373-fac4-4ef1-9421-acc415e254d5,044ea5f9-56f0-4a1f-9781-3938cc32e8c8,2
fe55274c-53f4-45d7-913b-426bc73039e4,16b3edf4-2f70-481e-b2cb-a52733449b45,2
7533e231-7e4a-4da8-8bcb-f84cb743868e,48223cd5-6f59-44c2-83c9-be6e0dbee0e7,2
e8c6ebfd-62b5-46fa-adc3-117eedef841e,a9d948e0-0a51-47f7-bf25-e2c02897ce77,2
7f0788f7-3634-419b-bf74-bbe48147830c,a0c2aae0-8c65-47cb-8b47-04c818fe68ec,2
f3ca39ac-ca81-4e11-803d-e57b607342c5,e6579a2a-e57a-4dc9-ae10-bcf4118f9284,1
70c23455-719d-4349-9b80-42b2ba48dc43,553bd615-2469-4253-b3b8-f169e6cb93f6,1
